municipality_name,municipality_type,ward_no,latitude,longitude,population,household_size,households,road_distance_km,highway_distance_km,hospital_distance_km,school_distance_km,bank_distance_km,market_distance_km,bus_stop_distance_km,tourist_distance_km,electricity_access_pct,internet_access_pct,water_access_pct,average_income_npr,land_price_per_kattha_npr,rent_price_npr,commercial_buildings,industries,agriculture_pct,footfall_index,crime_rate_index,flood_risk_index,landslide_risk_index,purchasing_power_index,business_density,urbanization_rate,development_index,investment_score,recommended_business,business_success_probability
Siddharthanagar,Urban,12,27.604365,83.66836,7107,4.37,1624,0.46,2.16,2.81,0.97,1.82,1.13,0.92,11.84,96.07,91.09,95.34,47591.23,23659002.52,30077.34,219,10,11.9,61.15,4.4,4.07,0.73,15.31,30.81,100.0,86.74,59.68,Tutoring Center,0.6019
Tilottama,Urban,10,27.595477,83.671265,4716,4.82,978,0.35,1.78,1.76,1.51,0.63,0.17,0.76,21.47,93.25,91.11,96.05,69086.7,18099118.53,28758.82,232,15,5.88,56.84,2.96,1.8,0.69,23.22,49.19,100.0,88.38,67.5,Pharmacy,0.8548
Kotahimai,Rural,3,27.791774,83.340101,1444,5.37,268,0.75,11.25,19.29,3.35,7.47,5.88,5.48,0.52,48.48,19.85,64.74,23564.95,708020.22,1596.64,7,0,93.85,40.2,1.65,2.3,0.69,90.75,4.85,47.96,27.27,29.06,Cold Storage,0.95
Rohini,Rural,4,27.742698,83.403182,1427,6.5,219,1.59,5.5,8.54,2.6,10.68,3.4,6.36,20.32,87.93,49.26,77.89,19055.14,1583687.4,4580.77,7,0,86.69,24.66,0.48,1.34,0.34,34.14,4.91,49.6,59.51,36.57,Cold Storage,0.95
Lumbini Sanskritik,Semi-Urban,7,27.595483,83.564401,2458,5.07,484,1.42,1.68,5.07,1.03,3.18,3.55,3.32,2.64,89.71,53.82,94.08,27720.43,6381046.57,4394.22,56,6,73.96,42.59,2.83,4.34,1.22,51.39,22.78,100.0,71.03,48.47,Tutoring Center,0.95
Mayadevi,Rural,3,27.729216,83.596361,1672,6.18,270,3.5,4.34,12.04,3.01,9.86,6.09,5.27,27.15,71.62,21.79,74.59,13462.06,1623121.11,4973.99,4,2,63.29,14.03,2.15,0.9,0.36,22.53,2.39,62.77,39.64,16.74,Cold Storage,0.455
Kanchan,Rural,4,27.562401,83.363293,581,5.37,108,0.43,2.88,15.49,3.2,8.43,4.49,2.9,20.61,90.14,18.36,60.31,16909.08,2505844.53,2631.14,1,0,88.3,6.43,1.32,4.97,0.55,46.57,1.0,21.34,41.18,19.58,Fertilizer Store,0.8706
Sudhodhan,Rural,6,27.543063,83.465899,2056,6.16,333,5.56,11.83,16.01,2.88,10.68,3.87,6.36,23.05,88.0,26.39,52.76,13365.54,2354294.05,3343.76,10,1,77.43,11.28,1.94,5.64,1.25,30.77,4.86,72.45,36.22,21.36,Agro-vet Clinic,0.5573
Lumbini Sanskritik,Semi-Urban,12,27.605105,83.482208,2755,5.09,541,2.3,3.74,2.35,2.2,4.15,3.32,1.46,1.9,86.04,63.15,100.0,44296.55,9818419.08,11478.4,63,4,38.24,39.57,2.88,2.84,1.26,35.5,22.87,100.0,74.69,43.29,Boutique Hotel,0.95
Devdaha,Semi-Urban,7,27.48298,83.261978,2793,4.61,605,1.14,3.09,4.9,0.94,1.36,1.45,2.21,6.98,95.38,97.75,100.0,102029.4,8456567.95,11711.56,82,8,30.91,43.97,2.42,4.69,1.37,80.27,29.36,100.0,91.13,74.01,Stationery Shop,0.95
Siddharthanagar,Urban,4,27.435775,83.243491,4445,4.05,1097,0.59,2.46,3.32,0.12,0.13,0.22,0.23,41.03,95.36,88.87,97.64,34749.04,22672310.12,37831.17,170,28,14.79,67.77,3.49,4.8,1.49,8.95,38.25,100.0,88.38,67.3,Bookstore,0.5471
Lumbini Sanskritik,Semi-Urban,5,27.556304,83.297519,1810,4.62,392,3.21,1.39,0.99,3.23,0.09,4.12,1.58,1.35,92.28,99.61,91.83,137052.15,2463557.4,10669.38,75,3,24.35,25.12,2.4,2.24,0.89,117.45,41.44,100.0,88.41,59.11,Pharmacy,0.95
Rohini,Rural,6,27.464014,83.615516,924,6.05,152,5.51,1.55,13.22,1.13,6.95,6.63,3.33,11.9,71.15,56.08,65.23,17612.39,3751194.67,2200.23,10,0,66.09,29.06,0.84,1.34,1.58,55.03,10.0,41.89,49.9,41.96,Bookstore,0.95
Tilottama,Urban,7,27.787024,83.503022,3026,4.09,740,0.63,2.15,3.04,0.61,0.89,0.44,0.36,12.15,99.01,98.02,93.72,40731.62,15444336.79,17285.53,156,21,9.03,62.97,2.46,2.33,0.63,22.28,51.55,100.0,91.87,61.64,Stationery Shop,0.95
Gaidahawa,Rural,7,27.491228,83.575495,1108,5.36,206,5.1,12.25,9.59,1.21,10.04,4.15,6.85,16.28,72.68,26.76,71.39,11298.05,928125.85,1837.74,18,0,73.19,20.81,0.82,4.23,1.88,39.81,16.25,48.48,43.15,23.8,Tutoring Center,0.95
Devdaha,Semi-Urban,6,27.571542,83.397412,3388,5.21,650,0.49,2.41,1.21,2.34,2.49,3.34,0.75,29.03,88.44,75.61,94.37,115027.03,7526907.86,12838.16,69,1,49.02,45.55,3.14,4.12,1.3,83.12,20.37,100.0,79.73,64.82,Polyclinic,0.95
Tilottama,Urban,4,27.437872,83.498701,6934,4.58,1512,0.95,1.92,0.19,1.37,1.37,0.69,0.54,8.8,100.0,93.78,99.39,28432.79,24162121.25,15851.66,249,7,13.12,99.11,5.3,4.11,0.95,16.87,35.91,100.0,90.48,67.74,Medical Supply Store,0.7851
Sammarimai,Rural,4,27.541017,83.534942,952,6.29,151,2.11,4.98,20.61,3.08,4.39,5.32,7.18,18.13,58.3,32.43,67.06,13419.91,2342359.07,3335.48,14,1,89.14,24.12,2.26,0.79,1.6,30.95,14.0,37.42,35.23,27.06,Agro-vet Clinic,0.7658
Kotahimai,Rural,2,27.781945,83.697186,1434,5.86,244,3.69,7.69,5.19,3.34,0.03,5.91,2.18,3.56,48.97,2.67,76.4,14934.07,2186990.15,2058.82,11,2,77.58,21.22,2.94,8.39,1.66,48.82,7.67,54.15,33.62,31.97,Dairy Farm,0.913
Omsatiya,Rural,2,27.762493,83.471774,1062,5.78,183,0.91,8.8,11.95,4.62,4.7,4.82,3.39,0.47,77.24,12.24,82.52,20204.11,4070891.8,2796.33,15,0,95.37,18.14,1.58,1.59,1.06,53.22,14.12,39.25,44.66,28.49,Cold Storage,0.95
Siddharthanagar,Urban,8,27.400413,83.49854,4755,4.56,1043,0.5,2.07,2.07,1.0,1.26,1.58,0.3,7.81,100.0,90.68,91.65,47344.73,16868971.24,21481.95,221,11,10.7,77.59,6.15,4.33,1.62,21.06,46.48,100.0,85.54,65.38,Stationery Shop,0.8084
Butwal,Urban,3,27.636869,83.581057,6926,4.77,1453,1.14,3.08,2.26,0.77,0.11,0.31,0.64,19.24,98.93,97.25,98.31,39385.04,25915421.14,44371.79,184,11,6.63,104.7,5.14,4.78,1.14,8.68,26.57,100.0,90.89,63.83,Tutoring Center,0.8286
Kotahimai,Rural,4,27.713615,83.567814,1020,5.2,196,0.59,10.9,13.51,1.13,8.43,3.26,2.38,18.77,59.68,17.23,48.6,10298.49,2352721.24,3718.34,11,1,67.72,31.06,1.14,0.48,1.39,21.83,10.78,44.68,28.86,28.22,Stationery Shop,0.6676
Sammarimai,Rural,6,27.620632,83.422539,1415,6.34,223,2.3,11.64,11.97,4.25,8.44,6.79,7.86,10.6,82.42,42.27,56.36,18812.86,1875771.26,1843.01,15,0,79.78,7.45,2.03,9.24,0.69,66.17,10.6,54.52,44.83,7.89,Cold Storage,0.95
Sudhodhan,Rural,7,27.588568,83.656285,2056,6.09,337,3.62,6.07,13.97,3.3,5.9,5.53,3.08,4.75,79.13,51.53,50.65,23337.71,2036354.03,3398.48,7,0,73.08,16.27,1.23,0.78,1.78,53.06,3.4,72.56,45.81,22.63,Agro-vet Clinic,0.95
Marchawari,Rural,4,27.713197,83.243146,968,5.98,162,1.67,11.2,17.68,3.76,7.01,2.89,5.89,29.17,76.85,52.79,78.43,22393.91,2771089.34,3282.81,8,0,75.96,25.36,0.28,7.42,1.83,52.29,8.0,39.45,54.02,30.67,Agro-vet Clinic,0.95
Siddharthanagar,Urban,1,27.542049,83.326836,4913,4.46,1101,0.46,1.67,0.63,1.65,0.53,1.13,0.47,22.15,98.97,80.17,90.67,36846.93,17523030.56,11091.22,263,19,4.87,80.44,4.76,3.88,1.68,30.47,53.53,100.0,83.54,73.8,Medical Supply Store,0.7351
Omsatiya,Rural,1,27.68724,83.662574,1415,6.16,229,4.21,12.53,11.53,5.34,2.15,5.75,2.18,15.09,66.98,59.97,64.6,16831.93,2101076.63,4044.47,9,2,85.76,7.76,1.85,5.14,1.68,33.37,6.36,50.32,50.39,23.39,Agro-vet Clinic,0.7351
Sainamaina,Semi-Urban,6,27.668601,83.514658,3262,5.27,619,1.66,2.18,9.01,0.37,0.9,2.43,1.03,24.8,85.46,49.15,100.0,43019.07,3067316.98,9525.91,22,7,51.62,36.13,3.14,2.12,1.41,40.87,6.74,100.0,69.09,40.01,Tutoring Center,0.95
Kotahimai,Rural,4,27.643189,83.45683,1275,5.56,229,2.25,7.44,13.35,2.25,9.16,3.16,4.9,7.16,99.01,46.52,72.89,14430.26,2354198.58,3142.98,14,0,85.35,21.0,2.02,2.2,0.88,34.83,10.98,48.25,57.28,33.55,Fertilizer Store,0.879
Kotahimai,Rural,1,27.609669,83.606806,1212,5.15,235,5.66,9.54,12.8,3.39,4.49,6.75,5.22,17.69,72.77,29.74,96.91,13879.9,2940801.14,2931.18,2,2,79.9,17.99,1.67,0.7,0.89,35.31,1.65,43.19,51.63,27.39,Cold Storage,0.8542
Tilottama,Urban,8,27.752743,83.606146,5146,4.16,1237,0.61,1.84,2.99,1.14,2.22,0.51,1.03,20.11,97.19,83.67,93.08,57658.99,23417605.78,15487.1,156,12,11.31,95.37,4.23,3.02,0.75,34.97,30.31,100.0,83.6,68.13,Stationery Shop,0.95
Kotahimai,Rural,2,27.500573,83.243897,1339,5.71,234,4.81,3.93,14.17,4.8,6.52,4.22,6.51,21.86,70.76,17.09,61.32,17039.53,2487454.43,2767.1,15,2,81.59,15.72,0.6,9.56,1.85,45.23,11.2,51.69,33.97,22.98,Cold Storage,0.8514
Gaidahawa,Rural,5,27.444439,83.564847,872,6.39,136,4.39,12.19,22.56,3.97,13.38,8.22,7.3,4.34,82.36,50.04,95.59,17869.68,2229897.41,4214.13,13,1,85.17,22.86,0.23,8.55,0.66,34.27,13.0,35.81,53.61,29.28,Agro-vet Clinic,0.5598
Lumbini Sanskritik,Semi-Urban,3,27.430876,83.208039,2107,5.21,404,3.52,2.63,8.93,0.09,0.33,2.78,2.32,0.21,94.87,84.69,87.12,82935.21,2511554.46,10315.7,66,4,42.04,55.65,1.28,3.63,0.97,73.29,31.32,100.0,81.17,64.51,Tutoring Center,0.95
Butwal,Urban,4,27.794369,83.541119,7101,4.36,1628,1.37,2.51,0.6,1.25,0.8,0.36,0.46,12.31,95.19,90.4,92.71,41904.66,19107002.21,19108.49,73,24,18.64,90.96,3.41,1.59,1.16,20.84,10.28,100.0,87.34,68.55,Pharmacy,0.9428
Lumbini Sanskritik,Semi-Urban,5,27.799126,83.285315,1437,4.69,306,2.66,6.37,4.74,1.52,4.57,1.32,2.09,2.89,84.99,100.0,84.25,5000.0,12236656.86,8011.09,42,15,46.34,73.22,0.41,2.94,0.24,5.55,29.23,76.01,82.59,56.82,Dairy Farm,0.5991
Devdaha,Semi-Urban,9,27.593349,83.37346,2512,5.14,488,0.72,6.34,5.81,1.95,2.96,1.04,2.43,16.1,92.53,48.83,96.56,14133.72,12553124.73,5603.58,58,6,44.15,39.08,4.69,1.11,1.44,21.4,23.09,100.0,68.89,36.66,Cold Storage,0.4991
Sudhodhan,Rural,2,27.668122,83.443421,633,6.23,101,3.62,6.83,10.44,3.7,6.14,4.11,1.75,9.89,87.73,1.71,71.38,15189.18,2050827.85,3692.21,8,0,88.8,19.78,1.39,5.99,0.22,32.37,8.0,25.55,40.26,26.57,Agro-vet Clinic,0.7657
Tilottama,Urban,1,27.666178,83.558626,3760,4.14,909,0.33,0.49,0.23,0.88,1.61,0.15,0.02,20.85,100.0,89.23,96.88,30308.9,17087539.89,24678.15,155,13,14.65,49.13,4.24,2.01,0.28,11.8,41.22,100.0,89.6,54.66,Polyclinic,0.6628
Omsatiya,Rural,2,27.789665,83.392035,1446,6.35,227,0.14,7.34,10.78,3.19,6.5,3.13,0.56,16.81,60.2,0.0,72.42,20419.73,2682777.25,3645.45,4,0,78.55,13.93,0.95,3.8,0.14,43.96,2.77,51.42,32.95,25.33,Cold Storage,0.95
Kotahimai,Rural,3,27.705789,83.618698,1224,5.75,212,2.24,2.87,15.58,2.82,7.99,3.75,6.95,15.97,53.49,50.67,41.3,11065.86,2570550.05,3342.11,12,0,77.35,18.65,0.56,4.76,1.16,25.49,9.8,48.31,33.61,17.85,Dairy Farm,0.583
Lumbini Sanskritik,Semi-Urban,4,27.700183,83.253551,1018,5.15,197,1.46,4.05,2.28,0.08,5.12,1.32,1.94,2.42,92.08,83.48,73.81,5000.0,6116228.45,7937.09,36,6,62.58,85.08,4.92,2.76,0.97,5.59,35.36,56.17,73.73,56.44,Stationery Shop,0.5607
Siddharthanagar,Urban,11,27.583757,83.630028,5378,4.57,1175,0.68,1.45,2.77,1.1,0.46,1.07,1.18,21.16,96.95,88.94,85.83,50966.84,22828417.3,22829.83,180,15,12.6,79.81,3.29,4.18,0.13,21.39,33.47,100.0,84.78,58.33,Tutoring Center,0.95
Marchawari,Rural,4,27.480111,83.464237,1449,5.26,275,4.33,2.8,5.5,3.48,10.95,7.39,3.02,18.29,70.17,44.29,70.36,17134.01,1547955.91,4279.95,10,0,86.38,11.19,1.37,8.77,0.01,32.45,6.9,51.56,48.12,26.92,Dairy Farm,0.5173
Siddharthanagar,Urban,11,27.408804,83.560522,3943,4.14,952,1.5,0.52,1.07,0.98,1.74,1.11,0.54,16.06,100.0,83.5,92.16,41884.84,18967370.2,31919.63,155,23,5.44,68.9,5.71,4.47,1.72,12.72,39.31,100.0,83.54,68.05,Medical Supply Store,0.6055
Devdaha,Semi-Urban,7,27.534831,83.561686,973,5.0,194,2.49,2.77,1.44,0.64,4.89,1.52,0.78,0.62,85.59,57.69,92.13,75486.08,2750675.41,9065.86,47,5,22.19,47.83,0.84,4.55,0.08,74.99,47.0,71.33,72.9,60.43,Pharmacy,0.95
Rohini,Rural,4,27.461741,83.316081,1253,5.29,236,1.64,6.89,15.81,5.05,8.05,4.36,2.46,13.65,61.91,36.64,77.77,17933.39,891036.35,3143.26,7,2,83.22,16.96,1.81,8.59,1.96,43.28,5.59,45.42,41.68,31.69,Fertilizer Store,0.947
Siddharthanagar,Urban,10,27.715295,83.289116,9351,4.84,1933,0.94,0.91,0.55,1.41,0.75,0.69,0.84,15.43,95.44,88.26,84.34,32163.76,18016968.71,16046.37,300,14,14.3,86.62,6.01,4.49,1.72,18.87,32.08,100.0,81.51,61.69,Polyclinic,0.7051
Butwal,Urban,2,27.400053,83.603215,5639,4.71,1197,0.6,2.06,0.42,1.18,1.67,0.76,0.09,26.63,99.0,82.99,86.59,50221.99,15999086.45,28387.79,190,19,25.27,66.71,3.47,3.39,0.6,17.09,33.69,100.0,84.12,60.88,Pharmacy,0.7655
Sudhodhan,Rural,7,27.458261,83.320748,990,6.15,161,2.22,9.06,10.3,1.31,7.48,6.36,5.63,29.52,68.82,34.5,61.47,16998.37,815427.89,3720.12,8,2,81.57,17.46,1.04,6.85,0.56,36.01,8.0,38.43,43.23,14.95,Stationery Shop,0.7368
Marchawari,Rural,2,27.501746,83.309561,1500,5.05,296,1.36,9.36,10.96,1.95,2.44,6.36,5.92,8.2,74.85,0.0,62.36,15408.02,3051283.68,3671.21,13,2,76.04,16.63,1.57,1.96,0.41,32.99,8.67,57.39,35.82,24.76,Cold Storage,0.776
Siyari,Rural,2,27.593909,83.366377,1670,6.17,270,4.57,1.16,12.71,3.5,4.3,6.03,3.59,20.69,74.96,46.5,56.93,22338.04,2662142.31,3082.85,7,2,86.67,15.79,1.62,4.8,1.65,54.71,4.19,56.9,45.3,18.17,Fertilizer Store,0.95
Marchawari,Rural,1,27.468008,83.356474,372,5.29,70,3.27,12.71,14.04,1.93,8.02,5.2,2.98,9.45,65.77,77.34,43.29,22072.2,1306190.95,2452.81,4,1,83.66,9.18,2.65,6.61,0.32,63.93,4.0,17.66,45.86,15.31,Cold Storage,0.95
Butwal,Urban,14,27.46627,83.56817,5565,4.07,1367,0.67,2.99,0.91,0.44,0.5,0.04,0.84,15.49,96.86,82.33,92.18,55763.23,13578092.06,23531.11,179,9,13.53,69.77,3.07,4.01,1.54,22.73,32.17,100.0,86.12,68.4,Polyclinic,0.95
Butwal,Urban,1,27.452163,83.538246,2062,4.38,470,0.44,1.1,2.32,1.12,0.09,0.42,0.8,10.05,99.65,88.8,92.73,48565.54,21860913.03,31350.47,233,11,10.57,87.14,3.2,0.26,0.98,15.01,113.0,100.0,88.54,80.73,Stationery Shop,0.8312
Sammarimai,Rural,7,27.555345,83.286977,950,5.61,169,4.77,2.11,21.28,7.29,6.17,4.15,5.14,15.85,74.94,17.97,61.6,18773.17,2054401.5,2289.87,6,0,100.0,32.92,2.37,0.56,1.19,57.06,6.0,30.9,29.37,19.38,Fertilizer Store,0.95
Marchawari,Rural,6,27.757061,83.429302,1094,6.41,170,3.36,2.51,11.66,3.49,4.05,3.81,2.6,22.47,93.87,21.39,79.56,22568.14,2528631.57,3315.26,0,0,71.43,14.08,0.97,3.18,0.06,52.3,0.0,41.39,52.69,25.33,Dairy Farm,0.95
Tilottama,Urban,8,27.442489,83.6124,2768,4.18,662,0.92,1.57,2.1,1.32,1.0,0.38,1.26,13.66,97.2,88.15,95.99,47825.35,19080090.65,25795.98,281,8,7.57,82.87,4.09,4.43,0.58,17.85,101.52,100.0,87.02,77.36,Bookstore,0.9069
Devdaha,Semi-Urban,11,27.715501,83.253925,3717,4.63,803,1.49,6.34,7.03,0.12,1.52,1.94,2.46,19.59,90.28,100.0,91.54,64341.75,8574153.06,13529.59,45,1,46.79,71.26,2.67,2.95,0.98,44.28,12.11,100.0,86.19,56.42,Stationery Shop,0.95
Lumbini Sanskritik,Semi-Urban,12,27.57346,83.667889,2574,5.15,499,1.21,5.18,6.22,1.67,2.16,2.35,2.02,2.46,76.39,93.53,85.5,37318.78,9649177.44,7515.73,55,8,36.02,55.47,2.78,3.13,0.92,43.82,21.37,100.0,76.72,46.63,Handicraft Shop,0.95
Lumbini Sanskritik,Semi-Urban,1,27.523145,83.591248,1761,5.48,321,1.0,0.13,5.37,0.79,2.73,2.02,0.25,3.87,92.97,50.69,87.68,5000.0,9725698.12,7776.52,18,9,42.66,57.59,1.09,1.34,0.31,5.7,10.22,77.23,71.08,41.33,Stationery Shop,0.6039
Kanchan,Rural,5,27.476682,83.612308,883,5.09,173,2.22,11.67,9.83,1.63,6.22,3.63,3.27,14.38,60.53,40.7,62.39,11481.21,2808451.77,3565.85,5,2,76.66,7.76,1.36,5.88,1.77,25.15,5.0,35.49,43.24,16.49,Cold Storage,0.6352
Devdaha,Semi-Urban,6,27.737398,83.21694,3106,5.22,594,2.52,1.22,2.24,0.29,4.38,1.2,3.16,22.67,96.85,97.48,91.27,27862.79,3550101.64,6526.03,39,6,33.22,39.0,4.24,1.18,0.68,37.02,12.56,100.0,86.24,50.5,Bookstore,0.95
Sammarimai,Rural,5,27.529557,83.602395,972,6.13,158,6.01,7.21,8.03,2.13,10.54,4.65,5.27,2.0,84.08,13.52,72.07,18828.41,1847434.4,1300.45,9,3,88.4,14.81,1.08,9.56,0.99,81.85,9.0,36.24,42.12,18.52,Cold Storage,0.95
Marchawari,Rural,5,27.416111,83.67093,1108,5.05,219,0.11,5.36,16.48,2.92,8.38,5.88,1.56,4.1,79.26,18.59,75.9,16439.05,2311907.46,3324.19,5,1,84.1,5.87,0.15,2.13,1.29,38.02,4.51,40.01,43.82,19.59,Agro-vet Clinic,0.8303
Marchawari,Rural,5,27.479078,83.655793,990,5.45,181,6.12,11.24,6.61,2.16,8.86,2.82,0.88,1.34,64.59,69.34,50.9,25983.98,2292664.37,3346.07,1,0,81.66,6.2,2.16,6.72,0.46,59.79,1.0,35.6,47.57,19.62,Agro-vet Clinic,0.95
Sudhodhan,Rural,4,27.626633,83.428131,867,5.99,144,4.69,5.87,0.69,4.75,3.93,2.68,5.08,4.94,28.03,25.53,96.73,13547.45,2743619.89,1809.43,17,2,85.19,10.33,1.42,6.5,0.07,48.22,17.0,37.25,41.64,23.25,Agro-vet Clinic,0.9371
Devdaha,Semi-Urban,4,27.730867,83.32829,4357,4.52,963,0.28,2.92,5.34,2.57,1.82,3.03,2.83,0.29,92.24,82.87,77.16,91493.74,8166380.94,10048.82,78,1,26.27,77.6,1.95,3.14,0.24,82.81,17.9,100.0,77.13,72.11,Handicraft Shop,0.95
Marchawari,Rural,1,27.772871,83.267567,1227,6.2,197,3.52,6.91,13.26,2.02,7.99,1.05,2.28,24.71,72.58,33.17,64.04,18889.32,1619912.33,2790.68,13,1,76.87,34.57,0.75,3.84,1.24,49.83,10.59,48.95,42.45,22.8,Fertilizer Store,0.95
Siyari,Rural,3,27.543659,83.594344,1081,5.46,198,0.22,8.87,10.01,3.02,8.46,6.75,3.43,13.94,80.13,42.25,51.91,9582.09,3120904.16,3940.98,7,1,53.45,36.74,0.95,2.15,1.32,19.39,6.48,49.2,46.3,36.1,Fertilizer Store,0.5824
Lumbini Sanskritik,Semi-Urban,1,27.608646,83.3832,2531,4.81,525,0.48,2.98,6.02,1.83,5.13,2.25,2.54,2.14,98.14,91.44,89.0,54869.15,12878207.24,10299.11,53,2,28.33,61.43,1.6,0.92,1.72,48.56,20.94,100.0,84.53,55.76,Handicraft Shop,0.95
Sudhodhan,Rural,6,27.609561,83.503016,650,5.11,127,7.99,13.9,14.54,0.78,6.18,4.2,2.32,25.41,71.87,43.42,56.48,23193.87,1725755.48,2085.71,16,0,90.27,27.03,2.41,5.03,0.81,75.17,16.0,28.82,40.11,23.5,Stationery Shop,0.95
Sammarimai,Rural,1,27.677846,83.464607,735,5.96,123,1.6,8.17,4.99,4.75,9.02,1.33,1.06,23.7,44.19,37.38,75.71,12518.7,1637349.4,2229.57,5,0,67.12,23.86,2.67,0.8,1.94,38.76,5.0,33.91,39.58,26.95,Fertilizer Store,0.8928
Sudhodhan,Rural,2,27.776083,83.208026,1156,5.15,224,3.79,5.88,12.39,4.8,5.47,5.1,3.08,3.79,90.68,5.26,100.0,26219.01,1497196.79,2463.53,5,0,69.42,23.88,0.59,4.5,0.8,75.7,4.33,45.85,51.5,30.14,Dairy Farm,0.95
Kotahimai,Rural,2,27.61748,83.537364,1806,5.95,303,5.45,11.95,6.84,5.8,7.17,5.64,0.13,23.04,63.46,54.91,84.93,10812.32,2191869.61,2950.73,13,0,72.36,13.75,-0.54,1.92,1.87,27.37,7.2,67.67,55.68,23.04,Cold Storage,0.7108
Tilottama,Urban,9,27.560718,83.314017,8968,4.51,1986,0.09,2.22,5.67,1.78,0.27,0.45,0.24,10.39,100.0,95.36,95.7,20345.85,20923002.58,27156.2,172,11,12.54,74.0,3.3,4.83,1.11,7.23,19.18,100.0,89.82,59.0,Hardware Store,0.5961
Siyari,Rural,1,27.46368,83.68685,1487,6.15,241,0.66,21.56,17.68,4.42,6.16,4.07,1.61,17.52,73.94,18.72,67.67,15234.42,2756693.41,2818.27,7,1,81.06,9.05,0.31,6.95,0.04,39.9,4.71,53.09,38.68,16.32,Dairy Farm,0.9487
Tilottama,Urban,7,27.471902,83.221726,5760,4.92,1171,0.81,0.94,0.37,0.88,1.59,1.1,0.02,23.66,95.12,89.34,96.58,52931.71,13131165.15,37699.77,197,14,19.36,106.93,2.85,2.97,0.96,13.68,34.2,100.0,89.01,77.67,Medical Supply Store,0.8637
Kanchan,Rural,3,27.719813,83.366024,1068,5.53,193,0.87,4.66,1.29,4.16,6.19,6.16,4.74,13.19,87.3,23.63,69.85,22772.15,2573257.51,3488.35,3,2,75.28,17.03,2.84,0.33,1.24,50.74,2.81,40.66,51.17,29.21,Agro-vet Clinic,0.95
Gaidahawa,Rural,2,27.566141,83.352046,1903,6.06,313,1.25,8.37,11.16,4.06,9.22,7.11,3.33,19.73,100.0,17.89,52.99,13567.38,2714916.67,4499.83,14,1,66.77,29.12,0.6,2.35,0.92,24.67,7.36,72.66,43.51,22.11,Fertilizer Store,0.6309
Lumbini Sanskritik,Semi-Urban,5,27.779708,83.542831,951,4.93,193,2.08,1.2,6.54,3.95,2.0,3.46,2.09,3.29,92.24,61.54,74.22,5000.0,5668473.07,10582.25,47,11,41.51,50.14,3.52,4.74,1.05,4.32,47.0,64.88,65.2,46.77,Dairy Farm,0.4156
Devdaha,Semi-Urban,10,27.521349,83.570586,1627,5.27,308,0.34,7.04,9.54,0.35,2.28,2.35,1.86,31.26,96.82,45.98,83.22,21980.67,10759723.61,5662.71,85,9,40.39,42.63,2.87,4.42,0.72,32.99,52.24,100.0,66.22,45.25,Tutoring Center,0.7989
Sammarimai,Rural,6,27.789896,83.65714,1506,6.19,243,1.19,0.24,13.21,4.22,0.8,5.7,9.51,25.36,67.35,20.53,73.37,22583.59,1352282.05,3328.1,8,0,88.61,44.22,1.33,2.03,0.67,52.18,5.31,51.8,42.71,37.3,Agro-vet Clinic,0.95
Sudhodhan,Rural,6,27.575949,83.31478,319,5.31,60,4.27,3.87,8.1,4.1,6.69,5.37,5.0,19.28,65.62,58.89,78.13,15170.27,2442596.05,3459.87,12,1,84.82,22.6,2.43,6.76,0.69,34.02,12.0,18.92,53.54,28.75,Fertilizer Store,0.6118
Sainamaina,Semi-Urban,6,27.60903,83.59791,2816,5.29,532,1.15,1.89,6.45,1.2,0.36,3.34,3.84,16.89,88.0,65.22,75.91,22522.73,5440980.66,8218.19,10,0,10.35,36.09,2.19,4.3,1.26,24.43,3.55,100.0,69.6,29.68,Tutoring Center,0.7871
Lumbini Sanskritik,Semi-Urban,11,27.757047,83.352557,3016,5.49,548,1.73,4.26,4.24,1.62,3.29,2.54,0.69,1.48,97.49,65.74,100.0,122494.09,8730967.6,13459.22,37,2,69.08,-6.69,1.53,3.26,1.41,84.72,12.27,100.0,80.77,50.36,Dairy Farm,0.95
Sammarimai,Rural,7,27.778529,83.53828,1005,6.5,154,2.07,16.37,13.58,6.68,7.28,7.12,3.76,5.44,63.57,34.37,36.18,17116.0,2302509.4,4763.28,8,0,82.86,13.52,0.19,2.2,0.66,29.7,7.96,38.49,29.72,21.8,Fertilizer Store,0.569
Gaidahawa,Rural,2,27.496876,83.593409,1331,5.32,250,4.14,3.87,8.25,3.34,8.17,6.87,2.59,2.4,85.7,0.0,96.19,16814.76,1340856.0,3324.87,6,0,69.1,17.78,0.26,6.68,1.11,38.88,4.51,51.6,48.43,33.88,Cold Storage,0.7397
Sammarimai,Rural,1,27.572316,83.381257,1318,6.49,202,1.58,2.74,14.81,1.97,8.66,5.22,6.65,18.47,62.03,4.3,60.77,25273.21,1617357.12,2791.03,10,0,66.91,19.22,2.18,9.0,1.71,66.67,7.59,53.47,26.68,18.8,Cold Storage,0.95
Kotahimai,Rural,4,27.593768,83.317715,328,6.08,53,3.67,8.26,3.98,0.1,4.65,6.69,2.02,15.47,78.78,26.51,73.15,15073.02,2408609.58,3167.28,12,0,75.75,26.68,2.62,1.33,1.01,36.17,12.0,21.91,50.65,27.12,Tutoring Center,0.8596
